EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001524,44,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,2,1,1,72,4,1,4,0.6931471805599453,No,13,4,2.3978952727983707,1.791759469228055,3,2.3978952727983707,1.791759469228055,2.0794415416798357,2.0794415416798357,No,0.6931471805599453
E1001526,19,Female,Medical,Single,Research & Development,Research Scientist,Non-Travel,10,3,1,96,2,1,2,0.6931471805599453,Yes,25,2,0.6931471805599453,1.0986122886681098,4,0.6931471805599453,0.6931471805599453,0.0,0.0,Yes,1.3862943611198906
E1001528,54,Male,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,3,3,4,85,3,4,4,1.3862943611198906,No,14,1,3.6109179126442243,1.0986122886681098,3,2.3978952727983707,2.302585092994046,0.0,2.302585092994046,No,1.0986122886681098
E1001529,31,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,11,2,3,80,3,2,1,0.6931471805599453,Yes,12,4,1.9459101490553132,1.0986122886681098,2,1.9459101490553132,1.791759469228055,0.0,0.6931471805599453,No,1.0986122886681098
E1001533,43,Male,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,3,3,3,96,1,5,4,1.3862943611198906,No,14,2,3.258096538021482,1.0986122886681098,3,2.1972245773362196,2.0794415416798357,0.0,2.0794415416798357,No,1.0986122886681098
E1001534,49,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,4,2,1,85,2,5,3,1.0986122886681098,No,13,3,3.1780538303479458,1.0986122886681098,4,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1001535,36,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,3,3,3,46,3,1,2,0.6931471805599453,No,12,3,2.5649493574615367,1.0986122886681098,2,2.4849066497880004,2.3978952727983707,0.0,2.0794415416798357,No,1.0986122886681098
E1001536,48,Male,Technical Degree,Single,Research & Development,Laboratory Technician,Travel_Rarely,2,2,4,76,4,1,2,1.791759469228055,No,11,3,2.0794415416798357,1.6094379124341003,2,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1001538,29,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,7,3,3,82,3,2,4,0.6931471805599453,Yes,11,2,1.9459101490553132,1.0986122886681098,3,1.9459101490553132,0.0,0.6931471805599453,0.0,No,1.0986122886681098
E1001541,48,Male,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,1,3,4,76,2,5,4,1.9459101490553132,No,12,3,3.258096538021482,1.3862943611198906,4,0.6931471805599453,0.0,0.0,0.0,No,1.3862943611198906
E1001542,29,Female,Life Sciences,Divorced,Research & Development,Research Director,Travel_Rarely,1,3,4,87,2,4,4,1.3862943611198906,No,14,2,2.302585092994046,1.0986122886681098,2,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1001545,44,Male,Marketing,Married,Sales,Manager,Travel_Rarely,5,3,2,88,3,5,2,2.0794415416798357,No,11,3,3.295836866004329,1.791759469228055,3,3.1354942159291497,2.302585092994046,1.3862943611198906,2.3978952727983707,No,0.6931471805599453
E1001548,23,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,2,4,47,3,1,3,0.6931471805599453,No,22,4,0.6931471805599453,1.0986122886681098,3,0.6931471805599453,0.0,0.0,0.6931471805599453,No,1.3862943611198906
E1001553,26,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,4,2,3,53,3,1,4,0.6931471805599453,Yes,20,2,2.1972245773362196,1.0986122886681098,2,2.1972245773362196,1.791759469228055,1.0986122886681098,1.0986122886681098,No,1.3862943611198906
E1001555,45,Female,Marketing,Single,Sales,Manager,Travel_Rarely,2,3,1,94,1,5,2,1.0986122886681098,Yes,16,1,3.295836866004329,1.0986122886681098,3,3.2188758248682006,2.3978952727983707,0.6931471805599453,2.4849066497880004,Yes,0.6931471805599453
E1001556,55,Male,Medical,Divorced,Research & Development,Healthcare Representative,Non-Travel,8,1,4,37,2,4,2,0.6931471805599453,Yes,15,4,3.5553480614894135,1.3862943611198906,3,3.5263605246161616,2.302585092994046,2.772588722239781,0.0,No,1.0986122886681098
E1001557,21,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Frequently,10,2,1,45,2,1,3,0.6931471805599453,No,20,3,1.0986122886681098,1.0986122886681098,1,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,Yes,0.6931471805599453
E1001558,46,Female,Marketing,Married,Sales,Manager,Travel_Rarely,4,2,4,33,2,5,2,1.0986122886681098,No,14,3,3.295836866004329,1.0986122886681098,3,2.4849066497880004,1.6094379124341003,0.0,2.1972245773362196,No,1.0986122886681098
E1001559,34,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,2,3,3,86,3,2,1,0.0,Yes,12,4,1.6094379124341003,1.3862943611198906,3,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001560,51,Male,Life Sciences,Divorced,Sales,Manager,Travel_Frequently,9,3,4,83,3,5,2,1.6094379124341003,Yes,24,1,3.4657359027997265,1.791759469228055,2,3.4011973816621555,2.3978952727983707,2.4849066497880004,2.3978952727983707,No,1.3862943611198906
E1001561,59,Male,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,18,4,4,67,3,3,4,1.9459101490553132,No,12,4,3.258096538021482,1.9459101490553132,2,2.302585092994046,2.0794415416798357,1.791759469228055,1.6094379124341003,No,1.0986122886681098
E1001563,34,Female,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,19,3,3,46,3,2,2,1.6094379124341003,No,13,3,2.772588722239781,1.0986122886681098,4,2.4849066497880004,2.1972245773362196,1.791759469228055,2.3978952727983707,No,1.0986122886681098
E1001564,28,Male,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,1,4,4,44,3,1,3,0.0,Yes,11,3,1.791759469228055,1.0986122886681098,2,1.6094379124341003,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001566,44,Male,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,2,3,92,4,5,1,0.6931471805599453,No,14,4,3.295836866004329,1.6094379124341003,2,3.258096538021482,2.302585092994046,2.70805020110221,2.6390573296152584,No,1.0986122886681098
E1001567,34,Male,Life Sciences,Married,Human Resources,Human Resources,Travel_Frequently,11,3,3,56,2,2,2,1.6094379124341003,No,11,4,2.70805020110221,1.791759469228055,4,2.3978952727983707,2.302585092994046,0.6931471805599453,2.1972245773362196,No,1.0986122886681098
E1001569,35,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,6,1,3,66,3,1,3,0.0,Yes,14,4,1.6094379124341003,1.3862943611198906,3,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1001570,42,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,2,78,4,2,2,1.9459101490553132,Yes,16,4,2.9444389791664403,1.0986122886681098,3,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1001571,43,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,4,4,4,56,2,3,4,1.3862943611198906,No,14,4,3.1780538303479458,1.3862943611198906,4,3.091042453358316,2.0794415416798357,2.772588722239781,2.8903717578961645,No,1.0986122886681098
E1001572,36,Female,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,2,4,3,53,3,2,2,2.302585092994046,Yes,11,4,2.9444389791664403,1.0986122886681098,3,2.833213344056216,2.70805020110221,1.791759469228055,2.5649493574615367,No,1.0986122886681098
E1001574,28,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,3,4,52,2,1,4,0.6931471805599453,Yes,12,2,1.0986122886681098,1.0986122886681098,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1001575,51,Female,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,6,2,2,40,2,1,3,0.0,No,14,2,2.1972245773362196,1.9459101490553132,2,2.0794415416798357,0.0,2.0794415416798357,2.0794415416798357,No,1.0986122886681098
E1001576,30,Female,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,9,2,3,72,3,2,3,2.0794415416798357,Yes,18,3,2.3978952727983707,1.3862943611198906,3,2.1972245773362196,1.6094379124341003,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1001577,29,Female,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,7,3,2,39,3,1,3,1.3862943611198906,Yes,13,1,2.3978952727983707,1.0986122886681098,3,2.0794415416798357,2.0794415416798357,2.0794415416798357,2.0794415416798357,Yes,0.6931471805599453
E1001579,28,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,1,3,4,84,3,1,1,1.0986122886681098,No,11,2,1.791759469228055,1.0986122886681098,2,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001581,25,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,1,3,4,40,3,1,2,0.6931471805599453,No,18,4,1.0986122886681098,1.3862943611198906,2,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,No,1.0986122886681098
E1001582,32,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,8,3,3,56,4,2,4,0.6931471805599453,No,15,3,2.3978952727983707,1.6094379124341003,4,2.3978952727983707,2.0794415416798357,0.0,2.1972245773362196,No,1.0986122886681098
E1001584,45,Female,Medical,Single,Research & Development,Manager,Travel_Frequently,25,3,2,83,3,5,2,1.3862943611198906,No,22,3,3.1354942159291497,1.6094379124341003,3,0.0,0.0,0.0,0.0,No,1.3862943611198906
E1001585,39,Female,Medical,Divorced,Research & Development,Manager,Travel_Rarely,13,4,3,94,2,4,2,1.9459101490553132,Yes,13,4,3.091042453358316,1.6094379124341003,3,2.995732273553991,2.302585092994046,2.772588722239781,1.0986122886681098,No,1.0986122886681098
E1001586,58,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,23,4,1,88,3,1,3,0.6931471805599453,No,12,4,1.0986122886681098,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,0.6931471805599453
E1001587,32,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,7,2,4,79,3,2,3,0.6931471805599453,No,18,1,2.3978952727983707,1.3862943611198906,3,2.3978952727983707,1.6094379124341003,0.6931471805599453,0.6931471805599453,Yes,1.0986122886681098
E1001590,36,Female,Technical Degree,Married,Research & Development,Healthcare Representative,Travel_Rarely,10,4,4,63,3,3,3,1.3862943611198906,No,12,1,2.3978952727983707,0.0,3,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1001592,46,Female,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,1,2,4,44,3,1,1,1.9459101490553132,No,12,3,2.3978952727983707,1.3862943611198906,4,2.0794415416798357,1.9459101490553132,1.791759469228055,2.0794415416798357,No,1.0986122886681098
E1001593,28,Female,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,1,3,3,55,1,2,4,0.0,No,11,1,2.3978952727983707,1.9459101490553132,3,2.302585092994046,2.1972245773362196,2.0794415416798357,1.791759469228055,No,1.0986122886681098
E1001595,50,Female,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,28,3,4,43,3,4,1,1.6094379124341003,Yes,11,2,3.258096538021482,1.0986122886681098,3,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001596,40,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,25,4,4,57,2,3,2,1.0986122886681098,Yes,12,3,2.302585092994046,1.0986122886681098,3,1.791759469228055,1.6094379124341003,0.6931471805599453,0.0,Yes,1.0986122886681098
E1001597,52,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,5,3,2,64,3,3,2,2.302585092994046,Yes,19,3,2.3978952727983707,1.0986122886681098,2,2.1972245773362196,2.0794415416798357,2.0794415416798357,2.0794415416798357,Yes,0.6931471805599453
E1001602,31,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,2,4,4,57,3,3,3,0.6931471805599453,Yes,19,1,2.3978952727983707,1.791759469228055,2,2.3978952727983707,2.1972245773362196,2.302585092994046,1.9459101490553132,No,1.0986122886681098
E1001607,41,Male,Medical,Single,Sales,Sales Executive,Non-Travel,10,2,3,40,1,2,2,0.6931471805599453,No,13,1,2.995732273553991,1.6094379124341003,3,2.995732273553991,1.0986122886681098,2.4849066497880004,2.302585092994046,No,1.0986122886681098
E1001614,55,Female,Medical,Married,Research & Development,Manager,Travel_Rarely,2,2,4,58,1,5,3,1.6094379124341003,No,14,4,3.1780538303479458,1.791759469228055,3,2.995732273553991,2.302585092994046,2.302585092994046,2.4849066497880004,No,1.0986122886681098
E1001616,56,Male,Life Sciences,Single,Human Resources,Manager,Travel_Rarely,8,4,4,99,3,5,2,1.9459101490553132,No,14,1,3.6109179126442243,1.6094379124341003,3,2.0794415416798357,1.3862943611198906,2.0794415416798357,2.0794415416798357,No,1.0986122886681098
E1001618,40,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Non-Travel,16,2,3,74,3,1,3,2.302585092994046,No,16,2,1.9459101490553132,0.0,3,1.6094379124341003,1.0986122886681098,0.0,0.0,No,1.0986122886681098
E1001622,34,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,9,3,4,86,3,3,4,0.0,No,11,4,2.3978952727983707,0.0,2,2.302585092994046,2.0794415416798357,0.6931471805599453,1.9459101490553132,No,1.0986122886681098
E1001627,41,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Frequently,1,3,3,66,3,2,1,0.0,No,17,4,2.3978952727983707,1.0986122886681098,3,2.302585092994046,1.3862943611198906,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1001628,35,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,4,4,3,87,3,2,3,0.6931471805599453,Yes,11,2,2.302585092994046,1.3862943611198906,3,2.302585092994046,1.9459101490553132,0.6931471805599453,0.6931471805599453,No,1.0986122886681098
E1001630,51,Male,Life Sciences,Divorced,Human Resources,Manager,Travel_Rarely,5,3,3,84,3,4,2,0.6931471805599453,Yes,11,2,3.5263605246161616,1.0986122886681098,3,3.5263605246161616,2.302585092994046,0.0,2.3978952727983707,No,1.0986122886681098
E1001633,38,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,2,2,2,31,3,2,1,1.3862943611198906,No,15,4,2.4849066497880004,1.3862943611198906,3,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,0.6931471805599453
E1001634,34,Female,Medical,Single,Sales,Sales Executive,Travel_Rarely,15,2,3,66,3,2,1,0.6931471805599453,No,12,4,2.3978952727983707,1.9459101490553132,4,2.3978952727983707,2.1972245773362196,2.302585092994046,1.9459101490553132,No,1.0986122886681098
E1001636,25,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,19,1,4,67,3,1,4,1.3862943611198906,No,11,3,2.0794415416798357,1.9459101490553132,2,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001638,58,Female,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,7,4,3,53,2,3,1,2.0794415416798357,Yes,14,4,3.4657359027997265,0.0,2,2.3978952727983707,2.302585092994046,1.791759469228055,2.302585092994046,Yes,1.0986122886681098
E1001639,40,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,2,88,3,1,2,1.3862943611198906,No,22,3,2.0794415416798357,1.3862943611198906,3,1.6094379124341003,1.0986122886681098,0.0,1.3862943611198906,No,1.0986122886681098
E1001640,36,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7,3,1,83,4,2,1,1.0986122886681098,No,16,4,2.8903717578961645,1.0986122886681098,2,2.772588722239781,2.0794415416798357,1.9459101490553132,2.6390573296152584,No,0.6931471805599453
E1001641,48,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,4,3,4,54,3,3,4,0.6931471805599453,No,11,3,2.4849066497880004,1.0986122886681098,3,2.3978952727983707,2.302585092994046,0.0,2.1972245773362196,No,1.0986122886681098
E1001642,27,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,11,3,3,98,4,1,4,2.1972245773362196,No,14,2,1.791759469228055,1.6094379124341003,3,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1001645,51,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,11,2,4,82,2,4,2,1.3862943611198906,No,16,2,3.4011973816621555,0.6931471805599453,2,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,No,1.0986122886681098
E1001646,18,Female,Life Sciences,Single,Research & Development,Manager R&D,Non-Travel,1,3,4,97,3,1,4,0.6931471805599453,No,15,3,0.0,1.791759469228055,4,0.0,0.0,0.0,0.0,No,1.3862943611198906
E1001647,35,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,3,4,60,2,2,4,0.0,No,12,2,2.3978952727983707,0.0,3,2.302585092994046,2.0794415416798357,0.0,0.0,No,1.0986122886681098
E1001649,27,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,2,1,4,43,1,2,4,1.3862943611198906,No,20,2,2.1972245773362196,1.3862943611198906,3,1.9459101490553132,1.0986122886681098,0.0,0.0,No,1.3862943611198906
E1001650,55,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,13,4,1,85,4,4,3,1.9459101490553132,Yes,17,3,3.2188758248682006,1.0986122886681098,2,2.995732273553991,2.0794415416798357,1.3862943611198906,2.1972245773362196,Yes,0.6931471805599453
E1001651,56,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,23,3,4,68,3,4,2,1.6094379124341003,Yes,12,1,3.5263605246161616,0.0,3,2.995732273553991,2.833213344056216,2.772588722239781,2.302585092994046,No,1.0986122886681098
E1001652,34,Female,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,26,1,1,92,2,1,3,0.6931471805599453,No,20,3,1.791759469228055,1.0986122886681098,3,1.791759469228055,1.6094379124341003,0.0,0.0,No,1.0986122886681098
E1001653,40,Female,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,2,1,2,89,4,2,3,1.791759469228055,No,20,2,2.772588722239781,0.0,3,2.5649493574615367,2.4849066497880004,2.4849066497880004,2.1972245773362196,No,0.6931471805599453
E1001655,34,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,29,3,2,86,3,2,3,1.6094379124341003,No,13,1,2.3978952727983707,0.6931471805599453,3,2.1972245773362196,2.0794415416798357,2.0794415416798357,2.0794415416798357,No,0.6931471805599453
E1001657,31,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,2,3,3,90,2,1,4,2.0794415416798357,No,14,3,1.3862943611198906,1.3862943611198906,4,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1001660,38,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,7,3,4,57,4,1,3,0.6931471805599453,No,11,4,1.6094379124341003,1.0986122886681098,3,1.6094379124341003,1.0986122886681098,0.0,1.3862943611198906,No,1.0986122886681098
E1001661,34,Female,Technical Degree,Single,Research & Development,Healthcare Representative,Travel_Rarely,2,4,3,98,3,2,4,0.6931471805599453,No,11,4,2.70805020110221,1.0986122886681098,4,2.70805020110221,2.4849066497880004,1.6094379124341003,2.4849066497880004,No,1.0986122886681098
E1001665,28,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,26,3,3,48,2,2,1,0.6931471805599453,No,11,3,1.791759469228055,0.0,3,1.791759469228055,1.3862943611198906,0.0,1.6094379124341003,No,1.0986122886681098
E1001668,39,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,21,4,1,44,2,2,4,1.3862943611198906,Yes,12,4,2.1972245773362196,1.0986122886681098,4,1.791759469228055,1.6094379124341003,0.6931471805599453,1.6094379124341003,No,0.6931471805599453
E1001669,51,Male,Marketing,Married,Sales,Sales Executive,Travel_Frequently,2,3,2,52,3,3,2,1.0986122886681098,No,11,2,2.70805020110221,1.791759469228055,3,1.6094379124341003,1.0986122886681098,1.3862943611198906,1.0986122886681098,No,0.6931471805599453
E1001670,41,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,22,3,4,75,3,2,4,1.3862943611198906,Yes,14,1,2.5649493574615367,1.6094379124341003,2,1.9459101490553132,1.0986122886681098,1.3862943611198906,1.3862943611198906,No,1.0986122886681098
E1001673,33,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,5,1,2,61,3,2,4,1.9459101490553132,No,13,1,2.1972245773362196,1.0986122886681098,4,1.791759469228055,1.6094379124341003,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1001674,32,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,2,1,3,36,3,2,2,0.0,Yes,13,1,1.6094379124341003,1.3862943611198906,2,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001675,39,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,25,2,3,71,3,3,3,1.3862943611198906,No,21,2,2.6390573296152584,1.0986122886681098,3,1.9459101490553132,1.6094379124341003,0.0,1.791759469228055,No,1.3862943611198906
E1001677,25,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,18,1,1,93,4,2,3,1.0986122886681098,No,11,2,1.9459101490553132,1.3862943611198906,2,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1001679,52,Female,Medical,Married,Research & Development,Manufacturing Director,Travel_Frequently,28,2,4,59,4,4,3,1.0986122886681098,Yes,11,2,3.2188758248682006,1.3862943611198906,2,1.791759469228055,1.3862943611198906,0.0,1.0986122886681098,No,1.0986122886681098
E1001680,43,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,6,3,1,73,2,2,3,0.6931471805599453,Yes,14,1,3.044522437723423,1.3862943611198906,1,3.044522437723423,2.0794415416798357,0.6931471805599453,2.1972245773362196,No,0.6931471805599453
E1001681,27,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,10,3,4,98,2,2,4,0.6931471805599453,Yes,11,4,1.9459101490553132,1.3862943611198906,3,1.9459101490553132,1.0986122886681098,1.6094379124341003,1.6094379124341003,No,1.0986122886681098
E1001683,27,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,17,4,4,51,3,1,3,0.6931471805599453,Yes,13,4,2.1972245773362196,1.0986122886681098,3,2.1972245773362196,1.0986122886681098,2.0794415416798357,2.0794415416798357,Yes,1.0986122886681098
E1001685,26,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,2,1,1,36,2,1,4,0.0,No,12,4,1.791759469228055,1.0986122886681098,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,No,1.0986122886681098
E1001686,42,Female,Human Resources,Married,Human Resources,Manager,Travel_Rarely,10,3,3,31,3,4,1,0.0,No,14,3,3.091042453358316,1.791759469228055,3,3.044522437723423,2.0794415416798357,0.0,2.302585092994046,No,1.0986122886681098
E1001689,37,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,11,3,1,94,3,1,3,1.6094379124341003,No,18,1,2.1972245773362196,1.9459101490553132,3,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001690,35,Male,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Frequently,18,2,3,60,3,3,4,1.0986122886681098,No,11,3,2.3978952727983707,1.0986122886681098,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1001693,25,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,3,1,81,3,1,4,1.6094379124341003,No,11,2,2.0794415416798357,1.0986122886681098,2,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001697,29,Male,Other,Single,Human Resources,Human Resources,Travel_Rarely,17,3,2,51,2,3,1,0.6931471805599453,No,13,1,2.3978952727983707,1.3862943611198906,2,2.3978952727983707,2.302585092994046,0.0,2.302585092994046,No,1.0986122886681098
E1001698,49,Male,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,28,2,1,97,2,2,1,1.3862943611198906,No,20,1,3.044522437723423,1.0986122886681098,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,Yes,1.0986122886681098
E1001700,54,Female,Medical,Single,Research & Development,Research Director,Travel_Rarely,1,3,4,54,3,4,4,1.9459101490553132,No,19,4,3.4011973816621555,1.3862943611198906,2,3.044522437723423,2.0794415416798357,2.5649493574615367,2.0794415416798357,No,1.0986122886681098
E1001701,58,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,1,3,4,76,3,5,1,1.3862943611198906,Yes,21,3,3.4965075614664802,1.3862943611198906,3,2.302585092994046,2.1972245773362196,0.6931471805599453,1.791759469228055,No,1.3862943611198906
E1001703,36,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,3,4,1,99,3,2,2,1.3862943611198906,Yes,16,4,2.772588722239781,1.3862943611198906,3,1.791759469228055,1.6094379124341003,0.0,0.6931471805599453,No,1.0986122886681098
E1001705,31,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,1,4,2,50,1,1,3,0.6931471805599453,No,12,2,0.6931471805599453,1.3862943611198906,3,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1001706,30,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,7,4,4,73,3,2,1,2.0794415416798357,No,14,2,2.1972245773362196,1.3862943611198906,3,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001708,31,Female,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,8,5,1,93,3,4,2,1.3862943611198906,No,11,3,2.302585092994046,1.3862943611198906,4,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,No,1.0986122886681098
E1001709,34,Male,Other,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,4,4,91,3,1,1,1.791759469228055,No,14,3,2.3978952727983707,1.0986122886681098,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,No,1.0986122886681098
E1001711,31,Female,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,8,3,1,34,2,1,2,0.6931471805599453,No,12,3,0.6931471805599453,1.3862943611198906,4,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1001712,27,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,11,1,2,91,3,1,1,0.0,No,14,2,1.9459101490553132,1.3862943611198906,4,1.791759469228055,0.0,0.6931471805599453,1.6094379124341003,No,1.0986122886681098
E1001713,36,Male,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,4,4,1,37,2,2,4,0.6931471805599453,No,16,3,2.3978952727983707,1.0986122886681098,2,2.3978952727983707,1.6094379124341003,0.6931471805599453,2.1972245773362196,No,0.6931471805599453
